country,shop_id,item_id
sg,452270498,2966187085
sg,452270498,21023073795
sg,452270498,9783444160
sg,452270498,22858347461
sg,452270498,8865049489
sg,452270498,22156924914
sg,452270498,8865066245
sg,452270498,9865066153
sg,452270498,25300085587
sg,452270498,11810251080
sg,452270498,8565049445
sg,452270498,25764175920
sg,452270498,25614171185
sg,452270498,8465066476
sg,452270498,9765049053
sg,452270498,11810250896
sg,452270498,11810250990
sg,452270498,8065066409
sg,452270498,8565049404
sg,452270498,8365066393
sg,452270498,9765066088
sg,452270498,25485529675
sg,452270498,23452741417
sg,452270498,46711111972
sg,452270498,29110709207
sg,452270498,9965066068
sg,452270498,9865066029
sg,452270498,28300183280
sg,452270498,29781787422
sg,452270498,50913004186
sg,452270498,44811834937
sg,452270498,23242729756
sg,452270498,29651029424
sg,452270498,40504257047
sg,452270498,19379902774
sg,452270498,44506249872
sg,452270498,48861104566
sg,452270498,8765066256
sg,452270498,7691341270
sg,452270498,42514947619
sg,452270498,41977135908
sg,452270498,7491355806
sg,452270498,21864073474
sg,452270498,9065049191
sg,452270498,27372725406
sg,452270498,9065049113
sg,452270498,9565048983
sg,452270498,8765066297
sg,452270498,18104646284
sg,452270498,28151024734
sg,452270498,9965048957
sg,452270498,3491415530
sg,452270498,4291343498
sg,452270498,24240240023
sg,452270498,11710250906
sg,452270498,3060204074
sg,452270498,11988246569
sg,452270498,23938902179
sg,452270498,9965048918
sg,452270498,13298853702
sg,452270498,50811665162
sg,452270498,16699144266
sg,452270498,26354374813
sg,452270498,27200397811
sg,452270498,9865049066
sg,452270498,24533009863
sg,452270498,4491343476
sg,452270498,2966195955
sg,452270498,8665049416
sg,452270498,45211834840
sg,452270498,19855501474
sg,452270498,9865049040
sg,452270498,8765049415
sg,452270498,25931403390
sg,452270498,8865049414
sg,452270498,3891399186
sg,452270498,16498246197
sg,452270498,9365049041
sg,452270498,11110251251
sg,452270498,7791350748
sg,452270498,9665066083
sg,452270498,9665066187
sg,452270498,20587028404
sg,452270498,8765066358
sg,452270498,27709181732
